date,geography,geography code,Accommodation type: A caravan or other mobile or temporary structure,Accommodation type: Detached,"Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop",Accommodation type: In a purpose-built block of flats or tenement,"Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of another converted building, for example, former school, church or warehouse",Accommodation type: Semi-detached,Accommodation type: Terraced,Accommodation type: Total
2021,Croydon 028E,E01001173,0,138,1,545,50,2,217,169,1122
2021,Croydon 011A,E01001174,0,38,0,21,31,2,78,339,509
2021,Croydon 011B,E01001175,0,41,5,85,65,3,119,237,555
2021,Croydon 011C,E01001176,0,38,17,115,88,3,190,170,621
2021,Croydon 016C,E01001177,0,42,6,92,8,4,132,270,554
2021,Croydon 015D,E01001178,16,41,53,215,129,8,55,78,595
2021,Croydon 016D,E01001179,1,51,0,23,6,0,116,352,549
2021,Croydon 016E,E01001180,0,45,9,86,74,3,157,300,674
2021,Croydon 015E,E01001181,5,55,26,513,69,26,96,98,888
2021,Croydon 011D,E01001182,0,38,24,55,54,3,122,165,461
2021,Croydon 011E,E01001183,0,32,32,238,46,3,73,210,634
2021,Croydon 011F,E01001184,0,26,1,12,38,3,77,290,447
2021,Croydon 014B,E01001185,1,29,12,196,107,6,125,268,744
2021,Croydon 014C,E01001186,1,29,20,353,121,6,91,195,816
2021,Croydon 017E,E01001187,1,14,2,257,18,3,236,280,811
2021,Croydon 014D,E01001188,0,26,7,151,80,7,132,345,748
2021,Croydon 045B,E01001189,0,10,1,31,7,1,56,353,459
2021,Croydon 045C,E01001190,0,23,0,71,22,1,111,374,602
2021,Croydon 008D,E01001191,0,17,51,287,195,28,109,176,863
2021,Croydon 008E,E01001192,0,26,1,267,79,4,89,225,691
2021,Croydon 014E,E01001193,0,28,0,21,8,0,139,371,567
2021,Croydon 045D,E01001194,1,27,1,14,13,3,71,487,617
2021,Ealing 021A,E01001195,4,33,0,25,41,0,419,97,619
2021,Ealing 015A,E01001196,1,22,9,441,60,3,133,25,694
2021,Ealing 021B,E01001197,1,47,3,231,161,7,265,4,719
2021,Ealing 021C,E01001198,0,20,3,73,233,2,98,166,595
2021,Ealing 021D,E01001199,0,12,9,263,253,13,90,31,671
2021,Ealing 025A,E01001200,0,25,15,94,212,6,164,111,627
2021,Ealing 025B,E01001201,0,19,3,91,276,9,91,143,632
2021,Ealing 025C,E01001202,2,20,51,656,99,5,88,78,999
2021,Ealing 025D,E01001203,1,10,35,342,337,12,52,64,853
2021,Ealing 018A,E01001204,0,40,1,182,31,0,227,116,597
2021,Ealing 018B,E01001205,0,28,0,358,61,2,101,104,654
2021,Ealing 018C,E01001206,1,7,1,458,16,2,40,27,552
2021,Ealing 018D,E01001207,0,20,0,215,201,8,72,242,758
2021,Ealing 018E,E01001208,0,6,0,30,19,0,283,169,507
2021,Ealing 013A,E01001209,0,17,37,115,22,3,126,332,652
2021,Ealing 016A,E01001210,1,5,2,576,9,3,144,18,758
2021,Ealing 013B,E01001211,1,40,2,366,58,6,170,76,719
2021,Ealing 018F,E01001212,3,55,3,324,77,2,119,139,722
2021,Ealing 023A,E01001213,0,33,5,75,25,0,218,179,535
2021,Ealing 023B,E01001214,1,49,1,17,20,1,258,153,500
2021,Ealing 023C,E01001215,1,35,14,195,66,1,190,115,617
2021,Ealing 023D,E01001216,0,25,3,214,16,1,202,33,494
2021,Ealing 014A,E01001217,0,19,0,5,14,1,110,292,441
2021,Ealing 012A,E01001218,0,27,6,432,37,7,77,140,726
2021,Ealing 029A,E01001219,0,27,1,413,36,0,140,147,764
2021,Ealing 029B,E01001220,2,9,12,381,6,0,34,26,470
2021,Ealing 041B,E01001223,0,139,1,204,229,3,25,31,632
2021,Ealing 019B,E01001224,0,108,1,21,128,24,271,27,580
2021,Ealing 041A,E01001225,0,84,12,350,228,4,38,133,849
2021,Ealing 019C,E01001226,0,66,1,338,200,9,22,37,673
2021,Ealing 019D,E01001227,0,80,0,81,136,1,176,130,604
2021,Ealing 019E,E01001228,0,93,0,422,252,0,52,8,827
2021,Ealing 031A,E01001229,0,10,2,217,54,4,134,170,591
2021,Ealing 031B,E01001230,7,46,5,87,186,4,165,105,605
2021,Ealing 027A,E01001231,0,164,6,211,152,4,226,22,785
2021,Ealing 031C,E01001232,0,38,0,211,20,2,167,180,618
2021,Ealing 031D,E01001233,1,21,14,146,56,6,112,265,621
2021,Ealing 027B,E01001234,0,63,0,156,306,5,38,40,608
2021,Ealing 042D,E01001235,0,38,6,448,250,6,14,21,783
2021,Ealing 042C,E01001236,1,47,2,308,222,4,81,21,686
2021,Ealing 031E,E01001237,1,68,1,158,272,3,115,56,674
2021,Ealing 015C,E01001239,0,23,2,275,62,3,110,90,565
2021,Ealing 024A,E01001240,0,49,27,86,151,1,220,125,659
2021,Ealing 024B,E01001241,0,30,0,261,70,3,229,65,658
2021,Ealing 024C,E01001242,0,48,1,191,123,6,206,37,612
2021,Ealing 024D,E01001243,1,37,8,661,45,17,115,75,959
2021,Ealing 024E,E01001244,1,7,6,950,42,110,29,26,1171
2021,Ealing 024F,E01001245,0,4,6,520,211,8,87,85,921
2021,Ealing 015D,E01001246,14,23,27,324,58,15,63,295,819
2021,Ealing 015E,E01001247,0,37,19,165,81,6,229,276,813
2021,Ealing 035A,E01001248,0,17,1,157,100,3,210,76,564
2021,Ealing 028A,E01001249,1,15,42,751,119,16,31,116,1091
2021,Ealing 028B,E01001250,1,8,15,512,193,12,52,182,975
2021,Ealing 030A,E01001251,0,15,14,138,175,13,73,308,736
2021,Ealing 030B,E01001252,0,35,67,320,127,10,128,279,966
2021,Ealing 030C,E01001253,2,25,9,175,100,5,130,327,773
2021,Ealing 030D,E01001254,1,21,6,183,76,20,180,260,747
2021,Ealing 028C,E01001255,0,15,4,28,141,0,148,253,589
2021,Ealing 008A,E01001257,0,18,5,514,34,2,118,118,809
2021,Ealing 010B,E01001258,1,43,4,215,45,2,131,209,650
2021,Ealing 014B,E01001259,0,27,9,130,39,4,108,199,516
2021,Ealing 012B,E01001260,0,25,8,193,85,3,327,51,692
2021,Ealing 012C,E01001261,0,24,63,315,31,15,216,191,855
2021,Ealing 010C,E01001262,0,11,9,297,10,1,130,84,542
2021,Ealing 010D,E01001263,0,21,0,447,15,1,91,159,734
2021,Ealing 010E,E01001264,0,132,1,178,28,3,153,130,625
2021,Ealing 006A,E01001265,2,16,1,164,85,0,178,185,631
2021,Ealing 006B,E01001266,0,13,1,33,33,0,500,15,595
2021,Ealing 006C,E01001267,1,32,6,465,86,6,111,112,819
2021,Ealing 012D,E01001268,1,74,12,96,42,0,399,15,639
2021,Ealing 001A,E01001269,0,35,1,259,49,3,176,273,796
2021,Ealing 004A,E01001270,0,19,0,16,25,0,192,333,585
2021,Ealing 001B,E01001271,1,29,24,114,36,2,192,234,632
2021,Ealing 006D,E01001272,0,31,19,127,31,0,281,103,592
2021,Ealing 041C,E01001273,0,242,8,161,37,0,98,34,580
2021,Ealing 041E,E01001274,0,40,1,191,7,0,115,234,588
2021,Ealing 041D,E01001275,0,80,4,350,429,6,12,26,907
2021,Ealing 011A,E01001276,2,32,2,205,74,1,245,135,696
2021,Ealing 011B,E01001277,0,26,8,217,65,11,287,104,718
2021,Ealing 011C,E01001278,0,166,32,372,101,8,114,7,800
2021,Ealing 013C,E01001279,0,26,0,12,17,1,280,220,556
2021,Ealing 011D,E01001280,1,51,1,567,69,4,28,54,775
2021,Ealing 013D,E01001281,0,16,2,166,21,2,101,311,619
2021,Ealing 016B,E01001282,1,18,0,163,6,0,188,239,615
2021,Ealing 016C,E01001283,7,17,0,399,54,1,116,177,771
2021,Ealing 022A,E01001284,0,49,5,25,36,0,293,178,586
2021,Ealing 016D,E01001285,2,59,9,34,42,1,171,257,575
2021,Ealing 016E,E01001286,0,24,0,90,27,1,105,366,613
2021,Ealing 016F,E01001287,1,15,0,274,31,0,151,34,506
2021,Ealing 022B,E01001288,0,23,7,64,115,1,136,190,536
2021,Ealing 022C,E01001289,0,27,1,49,83,1,133,182,476
2021,Ealing 022D,E01001290,1,66,24,370,115,20,133,65,794
2021,Ealing 014C,E01001291,0,31,0,22,21,1,164,271,510
2021,Ealing 014D,E01001292,0,27,1,7,22,2,114,336,509
2021,Ealing 014E,E01001293,1,33,15,113,20,1,106,280,569
2021,Ealing 017A,E01001294,0,39,8,32,35,3,226,227,570
2021,Ealing 017B,E01001295,1,36,0,8,17,0,151,313,526
2021,Ealing 017C,E01001296,0,32,3,10,12,0,174,185,416
2021,Ealing 017D,E01001297,1,29,9,96,32,0,109,241,517
2021,Ealing 017E,E01001298,1,33,13,63,40,1,199,235,585
2021,Ealing 035B,E01001299,0,22,7,56,33,2,251,273,644
2021,Ealing 039A,E01001300,1,12,7,47,70,3,80,379,599
2021,Ealing 039B,E01001301,0,12,39,385,134,8,74,156,808
2021,Ealing 039C,E01001302,0,19,10,99,98,3,102,287,618
2021,Ealing 032A,E01001303,2,7,13,138,61,1,107,319,648
2021,Ealing 039D,E01001304,0,20,1,154,282,4,76,161,698
2021,Ealing 035C,E01001305,1,40,0,26,62,2,209,292,632
2021,Ealing 035D,E01001306,0,12,0,108,34,2,58,483,697
2021,Ealing 002A,E01001307,1,37,15,48,25,2,124,355,607
2021,Ealing 002B,E01001308,11,39,8,78,23,0,485,42,686
2021,Ealing 001C,E01001309,0,24,0,32,33,0,408,99,596
2021,Ealing 001D,E01001310,1,11,4,319,51,2,249,121,758
2021,Ealing 001E,E01001311,0,39,7,397,16,32,139,325,955
2021,Ealing 002C,E01001312,0,37,8,118,28,1,177,237,606
2021,Ealing 002D,E01001313,0,35,1,13,19,0,148,305,521
2021,Ealing 002E,E01001314,0,18,7,35,21,0,90,342,513
2021,Ealing 003A,E01001315,0,25,4,62,27,1,128,253,500
2021,Ealing 003B,E01001316,0,7,0,419,29,0,123,35,613
2021,Ealing 003C,E01001317,1,30,3,278,42,2,191,180,727
2021,Ealing 003D,E01001318,0,16,5,387,14,1,149,146,718
2021,Ealing 004B,E01001319,0,18,0,16,16,0,159,296,505
2021,Ealing 003E,E01001320,1,12,1,308,5,0,53,167,547
2021,Ealing 003F,E01001321,0,30,8,146,42,1,496,70,793
2021,Ealing 004C,E01001322,25,28,4,245,59,2,246,127,736
2021,Ealing 004D,E01001323,1,29,34,342,21,7,236,100,770
2021,Ealing 008B,E01001324,0,21,3,425,15,1,103,76,644
2021,Ealing 009A,E01001325,0,31,5,135,23,0,358,67,619
2021,Ealing 008C,E01001326,0,21,4,342,50,1,136,121,675
2021,Ealing 009B,E01001327,1,26,15,111,11,0,190,236,590
2021,Ealing 009C,E01001328,0,8,10,311,19,1,216,30,595
2021,Ealing 009D,E01001329,0,19,1,221,38,1,304,53,637
2021,Ealing 008D,E01001330,0,25,1,320,4,1,94,198,643
2021,Ealing 009E,E01001331,0,8,2,508,6,1,43,63,631
2021,Ealing 008E,E01001332,0,18,2,368,9,1,51,134,583
2021,Ealing 038A,E01001333,0,40,15,320,114,7,117,99,712
2021,Ealing 029C,E01001334,1,25,2,263,14,0,116,96,517
2021,Ealing 038B,E01001335,1,175,5,122,6,2,175,30,516
2021,Ealing 038C,E01001336,1,62,8,190,37,3,177,87,565
2021,Ealing 029D,E01001337,5,42,3,371,10,6,148,179,764
2021,Ealing 029E,E01001338,1,34,1,128,28,1,251,91,535
2021,Ealing 029F,E01001339,17,56,3,241,11,3,196,174,701
2021,Ealing 029G,E01001340,1,15,1,255,3,126,41,104,546
2021,Ealing 005A,E01001341,0,31,18,60,47,16,139,277,588
2021,Ealing 005B,E01001342,2,33,13,158,43,1,145,247,642
2021,Ealing 005C,E01001343,1,17,0,8,23,0,217,212,478
2021,Ealing 007A,E01001344,0,27,6,393,41,1,188,247,903
2021,Ealing 005D,E01001345,0,25,0,14,24,0,349,114,526
2021,Ealing 007B,E01001346,1,20,1,11,79,3,269,296,680
2021,Ealing 007C,E01001347,0,41,7,65,72,41,233,230,689
2021,Ealing 007D,E01001348,0,21,13,254,69,0,177,132,666
2021,Ealing 006E,E01001349,0,23,2,88,17,0,221,139,490
2021,Ealing 027C,E01001350,0,38,2,208,180,4,171,11,614
2021,Ealing 025E,E01001351,0,34,32,393,186,11,133,47,836
2021,Ealing 027D,E01001352,2,14,17,220,221,4,142,26,646
2021,Ealing 033A,E01001353,0,11,3,292,194,4,86,45,635
2021,Ealing 027E,E01001354,0,33,9,246,299,8,263,32,890
2021,Ealing 033B,E01001355,0,24,18,246,317,50,42,194,891
2021,Ealing 033C,E01001356,19,3,8,557,12,3,3,30,635
2021,Ealing 033D,E01001357,0,8,1,1012,50,9,18,42,1140
2021,Ealing 033E,E01001358,2,5,3,765,6,5,14,22,822
2021,Ealing 026A,E01001359,2,59,37,93,49,3,123,257,623
2021,Ealing 026B,E01001360,2,53,1,25,33,1,171,267,553
2021,Ealing 023E,E01001361,2,40,94,152,79,5,125,106,603
2021,Ealing 026C,E01001362,1,51,7,225,62,17,114,239,716
2021,Ealing 026D,E01001363,0,45,1,158,45,3,86,188,526
2021,Ealing 026E,E01001364,3,43,7,102,44,3,162,187,551
2021,Ealing 026F,E01001365,4,68,6,42,55,2,129,371,677
2021,Ealing 044C,E01001366,1,55,3,102,51,2,158,192,564
2021,Ealing 043B,E01001367,6,34,69,322,65,24,134,94,748
2021,Ealing 044D,E01001368,0,55,2,44,26,0,135,209,471
2021,Ealing 038D,E01001369,0,46,16,131,96,2,117,144,552
2021,Ealing 044A,E01001370,0,60,0,55,29,0,211,215,570
2021,Ealing 044B,E01001371,0,38,21,160,59,3,99,240,620
2021,Ealing 043C,E01001372,1,58,5,234,62,5,88,245,698
2021,Ealing 043A,E01001373,0,46,8,168,29,3,104,228,586
2021,Ealing 040A,E01001374,0,6,3,265,257,20,56,295,902
2021,Ealing 034A,E01001375,0,26,3,72,123,2,65,416,707
2021,Ealing 040B,E01001376,0,16,1,327,195,2,70,124,735
2021,Ealing 034B,E01001377,0,77,1,196,118,0,204,102,698
2021,Ealing 034C,E01001379,0,26,4,45,131,4,111,396,717
2021,Ealing 040C,E01001380,0,19,1,405,274,8,52,298,1057
2021,Ealing 034D,E01001381,1,12,32,279,204,51,51,228,858
2021,Ealing 032B,E01001382,0,33,0,24,77,0,221,209,564
2021,Ealing 028D,E01001383,1,25,3,27,185,1,225,182,649
2021,Ealing 032C,E01001384,0,14,18,65,126,15,53,409,700
2021,Ealing 032D,E01001385,1,16,40,31,87,17,98,377,667
2021,Ealing 031F,E01001386,0,31,23,98,151,18,209,224,754
2021,Ealing 032E,E01001387,1,76,3,319,230,8,80,11,728
2021,Ealing 028E,E01001388,0,20,18,340,81,4,103,100,666
2021,Ealing 028F,E01001389,1,15,26,209,247,3,101,156,758
2021,Enfield 036A,E01001390,1,16,2,112,211,7,155,210,714
2021,Enfield 036B,E01001391,0,14,0,232,275,8,33,169,731
2021,Enfield 032A,E01001392,0,29,0,31,76,2,103,425,666
2021,Enfield 036C,E01001393,1,20,16,155,314,4,80,227,817
2021,Enfield 035A,E01001394,0,51,17,140,60,1,99,302,670
2021,Enfield 035B,E01001395,0,14,1,291,15,1,120,156,598
2021,Enfield 036D,E01001396,0,28,13,70,82,2,122,206,523
2021,Enfield 035C,E01001397,0,30,2,349,41,3,108,235,768
2021,Enfield 021A,E01001398,0,25,0,11,17,1,213,230,497
2021,Enfield 021B,E01001399,0,14,9,12,8,0,298,160,501
2021,Enfield 021C,E01001400,0,73,4,60,13,0,329,95,574
2021,Enfield 016A,E01001401,0,9,0,3,6,0,117,364,499
2021,Enfield 021D,E01001402,0,34,19,136,45,1,317,149,701
2021,Enfield 021E,E01001403,2,19,1,145,11,2,162,300,642
2021,Enfield 026A,E01001404,0,13,0,51,11,0,169,271,515
2021,Enfield 015A,E01001405,0,68,0,585,19,1,95,64,832
2021,Enfield 015B,E01001406,1,20,22,141,118,13,201,133,649
2021,Enfield 005A,E01001407,0,43,5,95,23,4,119,306,595
2021,Enfield 004A,E01001408,0,44,4,105,38,3,77,436,707
2021,Enfield 005B,E01001409,0,20,1,370,4,2,129,256,782
2021,Enfield 005C,E01001410,0,24,1,504,10,1,71,204,815
2021,Enfield 004B,E01001411,0,28,29,124,51,5,185,320,742
2021,Enfield 004C,E01001412,20,271,4,101,4,7,115,139,661
2021,Enfield 004D,E01001413,0,68,1,38,18,10,410,66,611
2021,Enfield 004E,E01001414,0,15,0,495,6,0,79,100,695
2021,Enfield 011A,E01001415,1,63,42,465,19,1,218,63,872
2021,Enfield 013A,E01001416,0,56,1,16,4,2,506,7,592
2021,Enfield 011B,E01001417,0,421,0,115,6,0,79,44,665
2021,Enfield 011C,E01001418,0,44,4,293,17,3,347,16,724
2021,Enfield 020A,E01001419,0,51,16,397,25,3,233,43,768
2021,Enfield 020B,E01001420,0,62,0,214,16,2,112,230,636
2021,Enfield 020C,E01001421,0,38,0,366,27,0,71,119,621
2021,Enfield 011D,E01001422,0,431,3,67,21,4,75,15,616
2021,Enfield 027A,E01001423,0,43,3,196,32,1,185,165,625
2021,Enfield 030A,E01001424,0,18,0,323,2,0,40,94,477
2021,Enfield 027B,E01001425,1,42,7,397,64,7,54,169,741
2021,Enfield 030B,E01001426,0,37,4,217,37,3,213,108,619
2021,Enfield 030C,E01001427,1,33,2,380,30,3,74,120,643
2021,Enfield 027C,E01001428,1,38,4,125,30,1,279,88,566
2021,Enfield 030D,E01001429,2,24,25,833,22,6,30,72,1014
2021,Enfield 030E,E01001430,0,22,1,486,8,6,24,107,654
2021,Enfield 033A,E01001431,0,33,5,319,25,4,136,132,654
2021,Enfield 033B,E01001432,3,46,24,150,105,6,166,233,733
2021,Enfield 007A,E01001433,0,58,6,42,14,2,157,299,578
2021,Enfield 007B,E01001434,0,45,0,37,18,2,146,291,539
2021,Enfield 007C,E01001435,1,31,0,18,15,0,148,271,484
2021,Enfield 007D,E01001436,0,51,3,40,56,4,210,286,650
2021,Enfield 014A,E01001437,1,25,7,560,11,2,150,138,894
2021,Enfield 007E,E01001438,0,28,0,117,25,3,228,151,552
2021,Enfield 006A,E01001439,1,37,63,344,80,5,116,119,765
2021,Enfield 012A,E01001440,0,36,2,134,43,0,123,238,576
2021,Enfield 006B,E01001441,0,32,9,267,19,2,130,165,624
2021,Enfield 002A,E01001442,0,22,24,376,7,2,64,140,635
2021,Enfield 001A,E01001444,0,34,2,112,29,2,301,169,649
2021,Enfield 003B,E01001445,0,61,9,593,17,6,114,340,1140
2021,Enfield 001B,E01001446,1,85,2,189,59,1,213,157,707
2021,Enfield 003C,E01001447,0,55,7,263,58,3,158,197,741
2021,Enfield 003D,E01001448,0,52,12,113,57,2,160,270,666
2021,Enfield 003E,E01001449,0,40,3,43,17,2,162,275,542
2021,Enfield 015C,E01001450,0,52,66,745,65,32,91,62,1113
2021,Enfield 017A,E01001451,0,114,2,173,23,0,315,68,695
2021,Enfield 017B,E01001452,0,170,2,33,16,0,206,55,482
2021,Enfield 017C,E01001453,0,202,0,167,17,2,218,43,649
2021,Enfield 017D,E01001454,0,130,18,190,33,0,273,24,668
2021,Enfield 021F,E01001455,0,16,4,109,7,1,156,269,562
2021,Enfield 022A,E01001456,1,36,6,27,19,2,373,29,493
2021,Enfield 010A,E01001457,0,75,3,476,16,10,132,131,843
2021,Enfield 037A,E01001458,0,24,17,417,20,3,55,105,641
2021,Enfield 024A,E01001459,2,62,1,19,16,1,124,332,557
2021,Enfield 024B,E01001460,1,50,12,228,95,3,87,194,670
2021,Enfield 027D,E01001461,0,16,3,289,97,8,125,89,627
2021,Enfield 024C,E01001462,1,20,3,188,53,1,120,144,530
2021,Enfield 031A,E01001463,0,28,7,14,33,0,213,213,508
2021,Enfield 027E,E01001464,0,23,4,22,34,0,318,19,420
2021,Enfield 031B,E01001465,1,39,10,33,29,0,95,292,499
2021,Enfield 031C,E01001466,1,68,1,26,32,1,59,434,622
2021,Enfield 031D,E01001467,0,95,4,24,25,0,154,364,666
2021,Enfield 010B,E01001468,0,86,1,193,13,3,164,115,575
2021,Enfield 008A,E01001469,0,50,1,158,17,0,194,249,669
2021,Enfield 013B,E01001470,0,75,4,138,5,1,376,51,650
2021,Enfield 010C,E01001471,0,88,0,693,15,4,81,86,967
2021,Enfield 010D,E01001472,0,84,23,305,59,2,193,89,755
2021,Enfield 013C,E01001473,0,79,1,2,1,0,382,81,546
2021,Enfield 010E,E01001474,0,177,0,428,42,7,111,94,859
2021,Enfield 013D,E01001475,0,165,0,10,0,0,445,17,637
2021,Enfield 018A,E01001476,0,41,6,89,51,6,172,248,613
2021,Enfield 018B,E01001477,1,56,5,56,12,1,163,316,610
2021,Enfield 016B,E01001478,0,45,4,52,5,0,181,284,571
2021,Enfield 023A,E01001479,0,60,31,132,46,4,145,224,642
2021,Enfield 024D,E01001480,1,26,2,170,49,2,101,230,581
2021,Enfield 018C,E01001481,1,46,3,39,9,1,140,323,562
2021,Enfield 023B,E01001482,1,53,4,273,16,3,85,220,655
2021,Enfield 025A,E01001483,1,19,3,362,6,1,27,114,533
2021,Enfield 016C,E01001484,0,52,1,3,11,0,131,302,500
2021,Enfield 025B,E01001485,1,54,3,193,36,9,60,309,665
2021,Enfield 025C,E01001486,0,65,9,346,26,2,100,259,807
2021,Enfield 023C,E01001487,1,75,8,102,50,3,100,328,667
2021,Enfield 024E,E01001488,1,60,4,75,68,4,113,340,665
2021,Enfield 023D,E01001489,0,65,16,47,37,2,155,334,656
2021,Enfield 023E,E01001491,2,50,6,144,62,19,97,313,693
2021,Enfield 025E,E01001492,0,47,3,38,34,0,244,302,668
2021,Enfield 026B,E01001493,0,19,4,172,106,0,266,166,733
2021,Enfield 026C,E01001494,0,17,0,9,11,0,115,350,502
2021,Enfield 029A,E01001495,1,9,23,140,272,3,89,186,723
2021,Enfield 026D,E01001496,0,17,1,88,39,0,223,271,639
2021,Enfield 031E,E01001497,0,20,4,39,14,0,115,316,508
2021,Enfield 029B,E01001498,0,11,56,133,207,3,55,231,696
2021,Enfield 031F,E01001499,0,23,4,32,31,1,113,332,536
2021,Enfield 035D,E01001500,0,20,1,62,67,0,80,320,550
2021,Enfield 036E,E01001501,4,15,15,414,230,19,121,104,922
2021,Enfield 018D,E01001502,0,56,3,190,34,1,85,290,659
2021,Enfield 018E,E01001503,3,32,7,113,25,0,150,315,645
2021,Enfield 012B,E01001504,0,49,0,61,36,3,146,265,560
2021,Enfield 012C,E01001505,0,47,5,68,43,3,265,165,596
2021,Enfield 012D,E01001507,2,44,45,367,72,48,65,167,810
2021,Enfield 012E,E01001508,1,59,0,267,79,5,82,293,786
2021,Enfield 014C,E01001509,0,42,3,263,32,2,103,201,646
2021,Enfield 016D,E01001511,0,27,10,36,38,0,108,450,669
2021,Enfield 015D,E01001512,1,18,17,462,82,11,89,314,994
2021,Enfield 012F,E01001513,4,35,9,232,10,5,156,267,718
2021,Enfield 016E,E01001514,3,21,5,124,48,5,107,355,668
2021,Enfield 015E,E01001515,0,10,9,524,25,2,67,108,745
2021,Enfield 005D,E01001516,0,20,11,98,21,0,221,300,671
2021,Enfield 006C,E01001517,1,22,3,484,18,0,74,83,685
2021,Enfield 016F,E01001518,1,19,4,129,85,3,138,278,657
2021,Enfield 019A,E01001520,1,45,1,234,20,10,288,97,696
2021,Enfield 028A,E01001521,0,127,0,269,11,0,230,45,682
2021,Enfield 019B,E01001522,1,63,1,348,8,87,91,148,747
2021,Enfield 019C,E01001523,0,27,7,303,3,34,315,33,722
2021,Enfield 019D,E01001524,0,34,1,185,12,3,265,49,549
2021,Enfield 020E,E01001525,1,26,0,208,27,0,210,288,760
2021,Enfield 019E,E01001526,0,75,0,166,23,0,369,4,637
2021,Enfield 036F,E01001527,1,39,21,284,87,6,234,113,785
2021,Enfield 032B,E01001528,0,9,1,527,25,1,37,84,684
2021,Enfield 032C,E01001529,2,22,10,387,117,18,51,46,653
2021,Enfield 032D,E01001530,1,17,4,132,18,2,100,346,620
2021,Enfield 028B,E01001531,0,42,0,40,99,2,264,85,532
2021,Enfield 028C,E01001532,2,43,9,75,178,2,245,109,663
2021,Enfield 028D,E01001533,1,49,0,15,4,14,442,13,538
2021,Enfield 032E,E01001534,0,37,14,92,18,3,331,109,604
2021,Enfield 028E,E01001535,0,31,4,26,27,3,336,70,497
2021,Enfield 008B,E01001536,0,43,33,204,83,19,145,322,849
2021,Enfield 005E,E01001537,0,27,2,243,97,9,99,211,688
2021,Enfield 009A,E01001538,0,13,1,18,3,0,275,286,596
2021,Enfield 009B,E01001539,0,11,5,79,23,0,159,363,640
2021,Enfield 008C,E01001540,1,33,21,328,67,6,94,249,799
2021,Enfield 008D,E01001541,0,9,4,156,18,2,130,326,645
2021,Enfield 008E,E01001542,0,8,31,327,24,0,141,122,653
2021,Enfield 009C,E01001543,1,11,4,8,10,1,312,237,584
2021,Enfield 009D,E01001544,0,19,6,73,13,0,505,22,638
2021,Enfield 002B,E01001545,1,20,4,267,4,1,195,171,663
2021,Enfield 001C,E01001546,0,29,1,118,14,0,161,288,611
2021,Enfield 002C,E01001547,0,52,16,146,21,2,292,197,726
2021,Enfield 002D,E01001548,1,49,2,209,2,0,116,295,674
2021,Enfield 006D,E01001549,2,19,15,529,22,3,79,144,813
2021,Enfield 006E,E01001550,1,45,5,40,13,0,181,292,577
2021,Enfield 002E,E01001551,0,40,5,178,9,0,153,254,639
2021,Enfield 001D,E01001552,1,38,9,133,23,0,352,107,663
2021,Enfield 037B,E01001553,0,41,8,77,17,1,224,178,546
2021,Enfield 037C,E01001554,1,13,4,619,2,3,22,25,689
2021,Enfield 033C,E01001555,0,76,8,153,37,16,163,321,774
2021,Enfield 035E,E01001556,0,31,0,38,13,0,132,320,534
2021,Enfield 033D,E01001557,0,50,0,13,23,0,141,323,550
2021,Enfield 033E,E01001558,1,71,33,250,39,3,54,152,603
2021,Enfield 033F,E01001559,1,61,3,168,23,2,100,317,675
2021,Enfield 035F,E01001560,0,28,4,53,20,1,179,227,512
2021,Enfield 037D,E01001562,0,25,1,602,12,2,81,101,824
2021,Enfield 029C,E01001563,0,29,9,186,201,6,64,206,701
2021,Enfield 022B,E01001564,0,17,0,53,196,7,238,127,638
2021,Enfield 029D,E01001565,0,38,0,160,205,6,113,185,707
2021,Enfield 029E,E01001566,0,18,1,88,212,31,228,49,627
2021,Enfield 022C,E01001567,0,125,9,68,19,1,303,83,608
2021,Enfield 022D,E01001568,0,208,1,2,1,0,350,4,566
2021,Enfield 022E,E01001569,0,55,47,244,110,6,187,103,752
2021,Enfield 026E,E01001570,0,13,5,206,29,7,183,282,725
2021,Greenwich 008A,E01001571,1,44,5,56,20,0,66,436,628
2021,Greenwich 008B,E01001572,0,36,1,65,33,0,94,422,651
2021,Greenwich 008C,E01001573,0,27,2,51,12,0,83,349,524
2021,Greenwich 008D,E01001574,0,13,1,580,3,1,61,93,752
2021,Greenwich 003A,E01001575,15,24,5,248,4,1,63,262,622
2021,Greenwich 003B,E01001576,0,17,5,338,1,1,68,238,668
2021,Greenwich 003C,E01001577,16,22,0,288,8,1,74,316,725
2021,Greenwich 003D,E01001578,0,40,5,315,30,2,104,353,849
2021,Greenwich 003E,E01001579,0,23,2,207,7,0,152,230,621
2021,Greenwich 021A,E01001580,0,91,26,236,333,12,58,35,791
2021,Greenwich 016A,E01001581,1,19,8,251,259,2,101,90,731
2021,Greenwich 021B,E01001582,0,58,0,270,51,1,194,88,662
2021,Greenwich 021C,E01001583,0,89,0,205,338,7,72,57,768
2021,Greenwich 021D,E01001584,0,85,8,142,191,29,67,142,664
2021,Greenwich 016B,E01001585,1,30,5,82,157,4,133,190,602
2021,Greenwich 016C,E01001586,0,64,0,385,64,7,72,72,664
2021,Greenwich 016D,E01001587,0,48,0,544,126,20,131,84,953
2021,Greenwich 012A,E01001588,0,24,0,230,31,0,268,85,638
