date,geography,geography code,Household deprivation: Household is deprived in four dimensions,Household deprivation: Household is deprived in one dimension,Household deprivation: Household is deprived in three dimensions,Household deprivation: Household is deprived in two dimensions,Household deprivation: Household is not deprived in any dimension,Household deprivation: Total: All households
2021,Croydon 030D,E01001056,3,199,50,148,177,577
2021,Croydon 030E,E01001057,4,241,58,135,161,599
2021,Croydon 034A,E01001058,0,182,9,55,279,525
2021,Croydon 034B,E01001059,0,218,17,86,343,664
2021,Croydon 034C,E01001060,2,228,13,75,326,644
2021,Croydon 034D,E01001061,1,240,22,95,294,652
2021,Croydon 026A,E01001062,1,190,6,48,311,556
2021,Croydon 026B,E01001063,1,204,8,44,320,577
2021,Croydon 026C,E01001064,0,214,6,54,340,614
2021,Croydon 034E,E01001065,0,242,20,76,313,651
2021,Croydon 034F,E01001066,6,180,38,116,183,523
2021,Croydon 041D,E01001067,0,168,1,29,375,573
2021,Croydon 042A,E01001068,0,229,15,65,445,754
2021,Croydon 040A,E01001069,0,123,2,43,338,506
2021,Croydon 040B,E01001070,0,192,10,94,351,647
2021,Croydon 042B,E01001071,0,225,16,68,414,723
2021,Croydon 042C,E01001072,1,150,6,25,357,539
2021,Croydon 037A,E01001073,1,169,19,74,319,582
2021,Croydon 041E,E01001074,1,260,21,109,424,815
2021,Croydon 040C,E01001075,2,182,13,56,390,643
2021,Croydon 036A,E01001076,0,225,42,118,182,567
2021,Croydon 032C,E01001077,0,180,14,85,237,516
2021,Croydon 032D,E01001078,3,176,40,118,173,510
2021,Croydon 036B,E01001079,0,224,56,126,179,585
2021,Croydon 036C,E01001080,7,193,66,176,144,586
2021,Croydon 036D,E01001081,1,184,34,111,166,496
2021,Croydon 032E,E01001082,5,186,33,109,190,523
2021,Croydon 003A,E01001083,0,190,10,61,284,545
2021,Croydon 002A,E01001084,1,221,6,75,363,666
2021,Croydon 004A,E01001085,3,241,25,96,287,652
2021,Croydon 003B,E01001086,0,203,13,75,299,590
2021,Croydon 003C,E01001087,9,446,53,220,402,1130
2021,Croydon 004B,E01001088,1,172,13,77,313,576
2021,Croydon 004C,E01001089,4,240,23,89,291,647
2021,Croydon 004D,E01001090,4,327,31,146,378,886
2021,Croydon 004E,E01001091,1,193,6,66,297,563
2021,Croydon 037B,E01001092,0,174,14,63,448,699
2021,Croydon 037C,E01001093,0,228,9,86,388,711
2021,Croydon 038E,E01001094,0,181,10,33,342,566
2021,Croydon 031D,E01001095,0,178,14,80,323,595
2021,Croydon 037D,E01001096,0,146,5,36,346,533
2021,Croydon 037E,E01001097,6,383,32,185,564,1170
2021,Croydon 037F,E01001098,1,147,3,35,349,535
2021,Croydon 040D,E01001099,1,175,28,84,311,599
2021,Croydon 031E,E01001100,0,181,8,60,353,602
2021,Croydon 035B,E01001101,0,147,5,28,325,505
2021,Croydon 035C,E01001102,2,203,4,77,348,634
2021,Croydon 039A,E01001103,2,223,16,70,333,644
2021,Croydon 042D,E01001104,0,195,10,52,385,642
2021,Croydon 039B,E01001105,1,193,16,105,309,624
2021,Croydon 039C,E01001106,1,200,14,67,279,561
2021,Croydon 035D,E01001107,1,186,6,54,422,669
2021,Croydon 035E,E01001108,1,191,5,36,410,643
2021,Croydon 013B,E01001109,3,343,48,171,398,963
2021,Croydon 020D,E01001110,10,318,40,173,351,892
2021,Croydon 010D,E01001111,1,224,18,93,304,640
2021,Croydon 013C,E01001112,3,321,37,122,371,854
2021,Croydon 013D,E01001113,4,323,33,125,373,858
2021,Croydon 013E,E01001114,4,225,49,96,229,603
2021,Croydon 015B,E01001115,1,242,41,148,218,650
2021,Croydon 013F,E01001116,5,204,35,109,254,607
2021,Croydon 020E,E01001118,5,331,58,202,285,881
2021,Croydon 034G,E01001119,0,178,3,61,335,577
2021,Croydon 033A,E01001120,0,182,10,56,258,506
2021,Croydon 039D,E01001121,0,190,4,48,297,539
2021,Croydon 033B,E01001122,0,154,4,40,261,459
2021,Croydon 033C,E01001123,0,195,7,35,365,602
2021,Croydon 033D,E01001124,1,191,2,42,367,603
2021,Croydon 033E,E01001125,0,188,12,72,337,609
2021,Croydon 034H,E01001126,1,213,6,61,314,595
2021,Croydon 025A,E01001127,1,165,10,64,345,585
2021,Croydon 025B,E01001128,2,208,35,119,204,568
2021,Croydon 026D,E01001129,0,168,5,33,301,507
2021,Croydon 025C,E01001130,5,205,47,123,178,558
2021,Croydon 018C,E01001131,3,230,20,65,343,661
2021,Croydon 018D,E01001132,0,232,10,75,326,643
2021,Croydon 026E,E01001133,0,265,17,99,348,729
2021,Croydon 018E,E01001134,1,223,8,70,374,676
2021,Croydon 025D,E01001135,0,210,13,76,337,636
2021,Croydon 007A,E01001136,7,360,46,157,413,983
2021,Croydon 001A,E01001137,5,290,28,89,559,971
2021,Croydon 001B,E01001138,4,226,22,70,397,719
2021,Croydon 007B,E01001139,2,267,19,95,330,713
2021,Croydon 007C,E01001140,0,261,20,61,417,759
2021,Croydon 008A,E01001141,15,194,28,76,259,572
2021,Croydon 007D,E01001142,0,240,16,77,414,747
2021,Croydon 008B,E01001143,7,273,43,148,355,826
2021,Croydon 007E,E01001144,3,294,50,123,330,800
2021,Croydon 008C,E01001145,5,328,60,182,296,871
2021,Croydon 006A,E01001146,0,223,22,79,278,602
2021,Croydon 005A,E01001147,1,220,64,114,272,671
2021,Croydon 005B,E01001148,1,262,12,117,310,702
2021,Croydon 006B,E01001149,1,196,17,86,323,623
2021,Croydon 006C,E01001150,1,197,16,66,358,638
2021,Croydon 005C,E01001151,7,242,32,161,229,671
2021,Croydon 005D,E01001152,4,297,46,122,321,790
2021,Croydon 006D,E01001153,4,210,28,79,293,614
2021,Croydon 006E,E01001154,1,262,22,106,336,727
2021,Croydon 010E,E01001155,14,285,63,187,236,785
2021,Croydon 001C,E01001156,1,229,26,104,360,720
2021,Croydon 002B,E01001157,2,209,21,80,312,624
2021,Croydon 005E,E01001158,4,223,26,98,319,670
2021,Croydon 002C,E01001159,1,242,17,94,386,740
2021,Croydon 002D,E01001160,1,201,14,98,313,627
2021,Croydon 003D,E01001161,3,204,34,114,194,549
2021,Croydon 001D,E01001162,2,244,32,135,388,801
2021,Croydon 002E,E01001163,5,275,23,100,432,835
2021,Croydon 001E,E01001164,6,335,30,113,508,992
2021,Croydon 024C,E01001165,3,251,22,76,373,725
